ID,Category
"Die Wanzen werden 11 bis 14 Millimeter lang.[1][2] Kopf, Fühler und Beine sind schwarz. Die Augen sind rot. Die seitlichen Ränder des schwarzen Halsschildes (Pronotum) sowie ein mittig verlaufender Längsstreifen sind orange gefärbt. Das schwarze Schildchen (Scutellum) weist einen kleinen orangenen Fleck an der apikalen Spitze auf. Die schwarz gefärbten Hemielytren weisen eine orangene äußere Umrandung auf. Entlang dem unteren Rand, am Übergang zur ebenfalls schwarz gefärbten Membran, verläuft ein orangener Streifen. Die Hemielytren weisen eine auffällige dunkle Aderung auf.Die Wanzen kommen in Nordamerika vor. In Kanada sind sie von Alberta bis Ontario vertreten.[1] In den Vereinigten Staaten reicht ihr Verbreitungsgebiet von der Ostküste über die Rocky Mountains bis nach Arizona und Idaho im Westen.[1][2] Das Vorkommen von Boisea trivittata reicht im Süden bis nach Guatemala in Mittelamerika.[1] Die Wanzen findet man in der Niedervegetation.[3]",German
"Der Sohn eines jüdischen Instrumentenhändlers und einer Näherin hatte sich schon frühzeitig künstlerisch (als Maler und Zeichner) betätigt. Mit 14 Jahren gewann er einen Wettbewerb für junge Künstler. Nach dem Abitur studierte Ráday an der Universität für angewandte Künste und bildete sich während des Studiengangs nach den Unterrichtsstunden bei einem renommierten Maler fort. Rasch entwickelte Ráday auch Interesse für das Theater: Er schrieb sich an einer Schauspielschule ein, wo er 1923 seinen Abschluss machte. Es folgten erste Bühnenverpflichtungen an Häusern in der ungarischen Provinz (Székesfehérvár, Kaposvar). Im Herbst 1926 kam ein Filmteam aus Berlin nach Ungarn und drehte vor Ort die Außenaufnahmen zu der Kálmán-Operettenverfilmung Die Czardasfürstin. Daraufhin entschloss sich Ráday, der hier den Luftikus gespielt hatte, dazu, nach Berlin zu gehen, da die blühende deutsche Filmindustrie deutlich bessere Chancen auf eine Karriere vor der Kamera bot als die darniederliegende ungarische. In dem Justizdrama Der Kampf des Donald Westhof verkörperte er die Titelrolle, im Jahr darauf den Walzerkomponisten Johann Strauss Sohn in der Komponistenbiografie Heut' spielt der Strauß. Mit dem Aufkommen des Tonfilms 1929 verließ der nur unzureichend Deutsch sprechende Ráday Berlin und kehrte ins heimatliche Ungarn heim.Dort setzte Imre Ráday seine Schauspielkarriere noch 1929 fort, zunächst nur am Theater. Man sah ihn in einer Fülle von Stücken heimischer Autoren, seltener in Aufführungen nach Vorlagen ausländischer Schriftsteller wie Walter Hasenclever, Noel Coward und Vicki Baum. Zum Jahresbeginn 1930 heiratete er die Berufskollegin Mici Erdélyi, mit der er in den kommenden Jahren auch mehrfach vor Filmkameras trat. Infolge der antisemitischen Rassengesetze, die gegen Ende der 1930er Jahre auch im Ungarn des Admirals Horthy eingeführt worden waren, konnte Imre Ráday, seit 1938 mit Filmverbot belegt, die gesamten Kriegsjahre 1939 bis 1945 auch kaum mehr Theater spielen. Kleinstengagements führten ihn an die Budapester Musikakademie sowie in die Niederlande, wohin er mithilfe eines Freundes gelangte. Dort spielte Ráday einige Rollen auf Deutsch. Nach 1941, als auch in Ungarn die Situation für die heimischen Juden immer gefährlicher wurde, gelang es ihm die Folgejahre bis zuletzt unbeschadet zu überstehen. In dieser Zeit bekam er mit seiner zweiten Ehefrau zwei Söhne (geboren 1942 und 1944).",German
"Im Alter von neun Jahren begann Stöber beim SC West Köln mit dem Fußballspielen, später spielte er für den SC Köln-Mülheim Nord und den VfL Köln 1899, wo er im Jahr 1976 seine aktive Karriere beendete;[1] er wurde mehrfach in die Mittelrheinauswahl berufen.[2]Stöber ist Diplom-Sportlehrer und schloss im Sommer 1976 zusammen mit den Lehrgangskollegen Ernst-Günter Habig, Albert Brülls und Dietmar Schwager seine Ausbildung zum Fußballlehrer ab.[2]",German
"Santiago gehört zur südlichen Inselgruppe Ilhas de Sotavento (dt.: „Inseln unter dem Wind“). Auf der flächengrößten (991 km²) und bevölkerungsreichsten (290.000 Ew.) der Kapverdischen Inseln liegt auch die Hauptstadt Praia (132.000 Ew.).Die Insel ist vulkanischen Ursprungs mit hochgebirgigem Relief, weiten U-Tälern, Hochflächen und Zeugenbergen. Höchste Erhebung ist der Pico da Antónia (1394 m). Das gebirgige Zentrum der Insel ist relativ regenreich und macht Santiago zur landwirtschaftlich produktivsten Insel, während die niedrigen Küstenregionen wüstenartig trocken sind.",German
"Nach dem Zweiten Weltkrieg setzte in verschiedenen Regionen der Schweiz ein Bauboom ein, die eine erhebliche Bevölkerungszunahme zur Folge hatte. Für die neu entstandenen Wohngebiete musste auch die entsprechende Infrastruktur bereitgestellt werden, unter anderem auch katholische Kirchen. Das Schweizer Hilfswerk Fastenopfer erkannte die Problematik und beschloss, den finanziell schwächeren Kirchgemeinden zu helfen, indem nicht nur Geld zur Verfügung gestellt, sondern auch ein neuer Typus von Notkirche konzipiert wurde. Der Stiftungsrat von Fastenopfer beauftragte den Architekten Hanns Anton Brütsch damit, für diesen Zweck einen neuen Typus von Notkirche zu entwerfen.[1]Das Fastenopfer legte folgende Anforderungen fest, die der Typus der Fastenopfer-Kirche zu erfüllen hatte: Der Bau sollte nur ein Provisorium, nicht aber eine bleibende Kirche sein. Die Fastenopfer-Kirche sollte auf unterschiedlichem Gelände aufgebaut werden können. Das Gebäude sollte aus vorgefertigten Teilen bestehen, die ohne grossen Aufwand beim Bau einer definitiven Kirche wieder abgebaut und an einem anderen Ort erneut aufgestellt werden sollten. Als Richtgrösse für den Gottesdienstraum wurden 350 Plätze vorgegeben. Die Gestaltung der Fastenopfer-Kirche sollte „einen würdigen Raum für Gottesdienst und Seelsorge zum Preis eines komfortablen Einfamilienhauses“[2] darstellen. Der von Hanns Anton Brütsch ausgearbeitete Entwurf wurde am 24. März 1966 vom Stiftungsrat des Fastenopfers genehmigt. In der Folgezeit konnten sich Kirchgemeinden aus der ganzen Schweiz für den Bau einer solchen Fastenopfer-Kirche beim Hilfswerk bewerben. Den Kirchgemeinden war es freigestellt, die Fastenopfer-Kirche zu kaufen oder zu mieten. Im Falle eines Verkaufs legte der Vertrag ein Vorkaufsrecht des Fastenopfers zum Rückkauf der Kirche fest.[3]",German
"Ausgetragen wurden 33 Disziplinen (20 Männer, 13 Frauen).Der Wettkampfturnus wurde wieder von drei- auf zweijährig reduziert.
Frauen und Männer traten wieder in gleicher Wettkampfstätte an.",German
"Nach dem Studium an der Universität Toronto begann Immonen sich als hauptberuflicher Comiczeichner zu betätigen. Seine erste veröffentlichte Arbeit war dabei die 1988 im Selbstverlag publizierte Comicserie Playground, die Immonen mehrere Aufträge kleinerer Verlage einbrachte.Ab 1993 folgten schließlich Aufträge der führenden amerikanischen Comicverlage DC-Comics und Marvel Comics. Den Schwerpunkt von Immonens Arbeit in der zweiten Hälfte der 1990er Jahre bildete dabei die Arbeit an der traditionsreichen Figur des Comichelden Superman an der er zwischen 1994 und 1999 mehr als fünf Jahre lang arbeitete. Den Beginn seiner Arbeit an Superman markierte eine dreijährige Tätigkeit als Zeichner von in der Serie Adventures of Superman veröffentlichten Geschichten, die zumeist von Karl Kesel verfasst wurden. 1997 übernahm Immonen als Nachfolger von David Michelinie den Job des Autors der Action Comics, einer weiteren Serie mit Geschichten über die Abenteuer des Superman-Charakters, die er knapp zwei Jahre lang, bis 1999 schrieb. In Personalunion besorgte er dabei die Zeichnungen für seine Geschichten meist selbst. Den Abschluss seiner Arbeit an Superman bildete der zum Jahreswechsel 1999/2000 veröffentlichte Comicroman Superman: End of Century.",German
"Scheffer studierte von 1879 bis 1881 an der Akademie der Bildenden Künste Wien bei Christian Griepenkerl, Carl Wurzinger und Leopold Carl Müller und setzte sein Studium ab 1886 an der Meisterschule an der Großherzoglich Badischen Kunstschule Karlsruhe bei Ferdinand Keller fort.Von 1905 bis 1918 stellte Scheffer seine Werke im Wiener Künstlerhaus aus. Seine beliebtestes Sujet war das Thema Junge Frau im Biedermeier-Interieur, das in zahlreichen Varianten vorkommt.",German
"Merckle übernahm 1915 die von seinem Vater Adolf Merckle 1881 in Aussig (heute Ústí nad Labem in Böhmen, Tschechien) gegründete Arzneimittelgroßhandlung „Adolf Merckle Chemikalie en gros“. 1925 gründete er das pharmazeutische Unternehmen „Ludwig Merckle Chemisch-pharmazeutische Fabrik“. Diese produzierte Körperpflegemittel, Medikamente und Verbandspflaster. Dabei spielte die Auftragsfertigung eine wichtige Rolle, zum Beispiel Nivea-Creme für die Beiersdorf AG und Wundsalbe für die Desitin-Werke. Mit dem Gewinn aus der Lohnproduktion entwickelte Merckle eigene Medikamente. Nach eigenen Angaben stand Merckle mit mehr als 300 Mitarbeitern „an der Spitze der tschechoslowakischen Pharmaindustrie“.[1]Nach der Machtergreifung der NSDAP floh Ludwig Merckle Anfang 1945 aus Aussig,[2] da er eine Vorladung bei der Gestapo hatte. Merckle war nie Parteimitglied und wurde mehrfach von der Gestapo verhört. Er versteckte sich bei seiner Familie in Blaubeuren, der Heimat seiner Frau Luise Spohn (1900–1984). Sein Schwiegervater Georg Spohn gewährte ihnen dort eine Unterkunft. Nach dem Krieg stellte Georg Spohn seinem Schwiegersohn 1946 einen Raum im Verwaltungsgebäude der Portland-Zement Blaubeuren Gebrüder Spohn AG zur Verfügung, um ein neues chemisch-pharmazeutisches Unternehmen, die Ludwig Merckle KG, ins Leben zu rufen. Nach schweren Aufbaujahren gelang ab 1954 der wirtschaftliche Durchbruch. 1958 konnte die erste eigene Fabrik in der „Dr.-Georg-Spohn-Straße“ (benannt nach Merckles 1948 verstorbenen Schwiegervater) in Blaubeuren bezogen werden.[3]",German
"Titelverteidiger im Einzel waren David Ferrer, im Doppel die Paarung Łukasz Kubot und Marcelo Melo.Das Teilnehmerfeld der Einzelkonkurrenz bestand aus 32 Spielern, jenes der Doppelkonkurrenz aus 16 Paaren. Die vier topgesetzten Spieler im Einzel erhielten jeweils ein Freilos in die zweite Runde.",German
"Die Haarverformung erfolgt durch chemische Reaktion am Haarkeratin. Dabei werden die Cystinbindungen im Haarkeratin, die für die mechanische Festigkeit verantwortlich sind, durch Reduktion mit Thioglykolsäure aufgebrochen. Das erweichte Haar kann nun mittels Lockenwickler in die gewünschte Form gebracht werden. Durch Oxidation mit Wasserstoffperoxid können die Disulfidbindungen, die für die Stabilität sorgen, aus den reduzierten Sulfhydrylgruppen wiederhergestellt werden. Das Haar bleibt nun in der vorgegebenen Form.Um 1872 erfand der Franzose Marcel Grateau das Ondulieren mit einem (schon vorher anders benutzten) Welleisen[1] (siehe dazu auch Frisiertechniken#Ondulation).",German
"Er gehörte der Familie Hamilton an und war ein Sohn des Reverend Hans Hamilton (1536–1608), Vikar von Dunlop, und der Janet Denham († 1628), Tochter des James Denham, Laird von West Shield in Ayrshire.1585 schloss er sein Studium an der University of St Andrews als Master of Arts ab. 1587 ging er nach Irland und arbeitete dort als Lehrer. 1593 wurde er einer der ersten beiden Fellows des im Jahr zuvor gegründeten Trinity College der Dublin University und lehrte fortan dort. 1598 wurde er Schatzmeister des Trinity College.",German
"Kristin Otto startete für den SC DHfK Leipzig. Bei den Olympischen Spielen 1988 in Seoul gewann sie sechsmal Gold. Damit ist sie die erfolgreichste deutsche Schwimmerin bei olympischen Wettbewerben. Unter allen deutschen Olympiateilnehmern liegt sie auf Platz vier hinter Birgit Fischer (acht Goldmedaillen), Isabell Werth (6 Goldmedaillen und vier Silbermedaillen) und Reiner Klimke (sechs Goldmedaillen, zwei Bronzemedaillen). In den Jahren 1988 und 1989 wurde Kristin Otto in der DDR zur Sportlerin des Jahres, 1988 zu Europas Sportlerin des Jahres gewählt. Im Jahr 1993 wurde sie in die Ruhmeshalle des internationalen Schwimmsports aufgenommen.Ihr erster internationaler Erfolg war 1981 beim Europacup in London der Sieg über 100 m Rücken. 1982 wurde sie dreifache Weltmeisterin, 1984 gelang ihr ein Weltrekord über 200 m Freistil (1:58,15 Minuten), einen Start bei den Olympischen Spielen 1984 in Los Angeles verhinderte der Boykott der Ostblockländer (einschließlich der DDR). 1986 stellte sie einen Weltrekord über 100 m Freistil (54,73 Sekunden) auf, der erst sechs Jahre später, 1992, von Jenny Thompson verbessert wurde.",German
"Oskar Manigk wurde als Sohn des Kunstmalers Otto Manigk in Berlin geboren und wuchs während des Krieges im vorpommerschen Ückeritz auf Usedom auf. Nach dem Abitur 1953 absolvierte er eine Tischlerlehre. 1956 bis 1957 war er Gaststudent an der Kunsthochschule Berlin-Weißensee. Manigk war seit 1965 Mitglied im Verband Bildender Künstler der DDR und ist seit 1990 Mitglied des Künstlerbundes Mecklenburg-Vorpommern. Eine Freundschaft verband ihn mit Robert Rehfeldt, durch den er Ende der 1960er Jahre mit Vorläufern der Mail Art in Berührung kam. Eine erste Edition von Mail Art Karten erfolgte 1980 durch Jürgen Schweinebraden. Seit den 1970er Jahren entstanden neben seiner typischen expressiv-figurativen Malerei auf Papier im Bogenmaß (78 × 107 cm) abstrakte Zeichnungen, Karikaturen, Übermalungen, Collagen, Gedichte und auch Filme. Seit der Wende zeigte er sein Werk in vielen Ausstellungen. Die unverwechselbaren Arbeiten des „manischen Malers Manigk“, wie er im NDR-Kulturjournal vom 12. August 2000 genannt wurde, füllen nun auch großformatige Leinwände. Umfangreiche Werkgruppen befinden sich in der Kunsthalle Rostock, im Pommerschen Landesmuseum Greifswald, im Museum Folkwang in Essen, im Museum Walter in Augsburg sowie im Staatlichen Museum Schwerin und in der Kunstsammlung Neubrandenburg. 2005 erhielt er den Kulturpreis des Landes Mecklenburg-Vorpommern für sein Lebenswerk.Er hat drei Töchter, Henriette Manigk ist ebenfalls Kunstmalerin.",German
"Der D 354 war ein Transitzug von Berlin-Friedrichstraße nach Saarbrücken, der das Gebiet der DDR zwischen Berlin (West) und der innerdeutschen Grenze ohne Halt durchfuhr. Kontrollen durch DDR-Behörden beschränkten sich daher auf Prüfungen der Ausweispapiere. Um Aufspringen während der Fahrt zu verhindern, musste der Zug auf DDR-Territorium eine Mindestgeschwindigkeit einhalten und durfte auch keinen außerplanmäßigen Halt einlegen. Da die Höchstfahrzeiten auf Grund des schlechten Streckenzustandes kaum einzuhalten waren, trug er unter DDR-Eisenbahnern den Spitznamen „Angst“. Der Zug wurde von der Lok 250 207-8 gezogen. Er war planmäßig mit 108 Personen an Bord in Berlin abgefahren. Unter dem Druck, die Höchstfahrzeit von vier Stunden bis zur innerdeutschen Grenze einzuhalten und nicht außerplanmäßig zu halten, hatte der Lokführer zwischen Berlin und Hohenthurm insgesamt drei haltgebietende Signale überfahren.[3][2][4]Der P 7523 war ein Nahverkehrszug von Bitterfeld nach Halle (Saale), der von vielen Arbeitern zur Feierabendzeit benutzt wurde und daher als „Schichterzug“ bekannt war. Er wurde von der Schlusslok 250 017-1 geschoben.[3]",German
"Von seiner Quelle im Yukon-Territorium erstreckt sich der Gletscher über 122 km in die Disenchantment Bay und Yakutat Bay. Er ist damit der längste in einem Gewässer endende Gletscher Alaskas. Seine Stirnseite misst über zehn Kilometer.[1] Bevor der Gletscher das Wasser erreicht, vereinigt er sich mit dem von Westen kommenden Valerie-Gletscher, der nach Expertenmeinung mit seinem Schub dafür sorgen wird, dass der Hubbard-Gletscher den Russell-Fjord dauerhaft von der Disenchantment Bay trennt. Im Mai 1986 und im Frühling 2002 geschah dies bereits für ein paar Monate, wodurch der Russell Lake entstand. Nachdem 1986 der Zufluss des Fjords über den Sommer hinweg den Pegel um 25 Meter über Meereshöhe steigen ließ, brach gegen Mitternacht des 8. Oktober 1986 der Damm und der Fjord wurde wieder mit dem Ozean verbunden.[2] Dabei handelte es sich um den zweitgrößten von Menschen dokumentierten Gletscherlauf.",German
