ID,Category
"Le chercheur Paul-Simon Handy, de l'ISS Pretoria, préconise une lutte plus ferme contre les groupes armés en Centrafrique.",French
"Les poursuites contre Boubou Cissé et Ras Bath annulées au Mali. Modeste Bahati Lukwebo, nouveau président du Sénat en RDC. Affaire de corruption impliquant Vincent Bolloré au Togo et en Guinée.",French
"Les adolescentes kidnappées ont été libérées au Nigeria. Bahati Lukwebo, nouveau président du Sénat en RDC. Mikhail Gorbatchev fête ses 90 ans.",French
"Les entreprises américaines les plus influentes de la nouvelle économie numérique, continuent de faire d’énormes bénéfices sans payer d'impôts. Certains pays africains ont décidé de ne plus renoncer à cette manne. Mais nous verrons que c’est plus facile à dire qu’à faire&nbsp;! En fin d’émission hommage à Serge Gainsbourg, décédé il y a 30 ans. Mais tout d’abord le mot du jour&nbsp;: Berlinale...",French
"Les concessions sur les prix obtenues par la Côte d'Ivoire en 2020 sont en train de se retourner contre les producteurs de cacao, premières victimes de la crise qui dure depuis plusieurs semaines.",French
"Rosa Luxemburg aurait eu 150 ans le 5 mars 2021. Cette femme juive, marxiste, polonaise, handicapée a marqué l'histoire de la pensée révolutionnaire. ",French
"Dans l'actualité: le Tchad toujours sous tension après l’assaut militaire au domicile de l’opposant Yaya Dillo Djerou, candidat à la présidentielle du 11 avril. Dans ce contexte Saleh Kebzabo, l’un des principaux opposants au régime d’Idriss Déby Itno décide de retirer sa candidature à ce scrutin. Et puis reportage en Côte d’Ivoire sur le travail des enfants dans les exploitations de cacao.
",French
"Parmi les sujets au menu : le Tchad où l'assaut de l'armée contre le domicile de Yaya Dillo un candidat à la présidentielle ravive les tensions politiques, la société civile nigérienne brandit la menace d'une plainte après six jours de coupure du réseau mobile, l'affaire de viol au Sénégal impliquant l'opposant Ousmane Sonko et la condamnation à 1 an de prison ferme de Nicolas Sarkozy.",French
"""Donner la vie sans perdre sa vie"", c'est le titre d'un livre tiré d’une histoire vraie. L’auteur, Maxime Gala, originaire de la Côte d’Ivoire nous raconte l’histoire émouvante d’une maman qui espérait réaliser son rêve. En Afrique, la mortalité maternelle et néonatale demeure un véritable fléau.&nbsp;On en parle avec Maxime Gala et Emmanuel Ewagnignon, Gynécologue obstétricien béninois. ",French
"Au Tchad, plusieurs personnes ont été tuées dimanche, lors de l’assaut contre le domicile de l'opposant Yaya Dillo Djerou, candidat à la présidentielle du 11 avril. Au Niger, l'opposant Hama Amadou toujours dans les locaux de la police. En Cote d’Ivoire, le cacao ne trouve plus de preneurs en raison de sa cherté.",French
"Au Tchad, au moins deux personnes sont mortes au domicile de l'opposant Yaya Dillo, suite à des échanges de tirs. Une intervention que le gouvernement tchadien qualifie de ""riposte"". En RDC, dix personnes ont été tués par le groupe armé des ADF en Ituri (est du pays). Le Nigeria va devenir le troisième pays africain à recevoir des vaccins contre la Covid-19 grâce au dispositif Covax.",French
"L'éducation fondée sur la première langue ou langue maternelle doit commencer dès la petite enfance, recommande l'UNESCO. Pourtant, 40% des habitants de la planète n’ont pas accès à un enseignement dans une langue qu’ils parlent ou comprennent. Dans ce ""Club"", témoignages d'un enseignant congolais, d'une élève ivoirienne et d'un journaliste bloggeur guinéen qui promeut les langues de son pays.",French
"Certains vaccins contre la Covid-19 exigent des conditions de conservation à -70° voire -80°. Comment l'Union africaine compte-t-elle s'y prendre ? Réponse dans ce dernier volet de notre interview avec Dr John Nkengasong, directeur du Centre de contrôle et de prévention des maladies de l'Union africaine (Africa CDC). Il réagit aussi à la méfiance manifestée à l'égard de la vaccination.",French
"L'ONU a adopté a l'unanimité une résolution demandant l'accès équitable au vaccin contre la Covid-19. Mais l'Afrique n'a pas attendu cette mesure pour se planifier. Le mois de mars devrait marquer le démarrage par le CDC, de la livraison de vaccin aux pays. Dans cette 2ème partie de notre interview, Dr John Nkengasong le directeur du CDC parle des types de vaccin sécurisés par l'Union africaine.",French
"Au Niger, Mahamane Ousmane qualifie de ""hold-up électoral"" les résultats des élections présidentielles auxquelles il été battu la semaine dernière. La Côte d'Ivoire annonce avoir reçu un peu plus de 500.000 doses de vaccin contre le coronavirus. Au Nigéria, 42 personnes, dont 27 enfants, ont été libérées par les forces armées nigérianes.",French
"L'Afrique a dépassé la barre des 100.000 morts du coronavirus. Le Centre de contrôle et de prévention des maladies de l'Union africaine (Africa CDC) est le point focal de la lutte contre la pandémie de Covid-19. Son directeur, Dr John Nkengasong s'exprime en exclusivité sur DW Afrique. Dans cette première partie, il est notamment question de la courbe des infections qui n'est pas la même partout.",French
"Toujours la tension politique au Niger après la présidentielle de dimanche. L’opposant Hama Amadou entendu ce vendredi par la police. Plus de 300 élèves enlevées au Nigeria, des interrogations en Côte d’Ivoire sur l’état de santé de plusieurs personnalités politiques et une banque congolaise au cœur d’une affaire de blanchiment d’argent.",French
La question se pose depuis que plusieurs policiers exécutants sont passés aux aveux. Les demandes d'une réouverture du procès du double assassinat de Floribert Chebeya et Fidèle Bazana se multiplient. Le président Félix Tshisekedi est appelé à favoriser la comparution du général John Numbi dont le nom est souvent cité. Mais jusqu'où peut aller le chef de l'Etat congolais ?,French
"Que veut dire être juif aujourd’hui en Allemagne? C’est la question au cœur de l’année de la vie et de la culture juive, qui vient d’être lancée pour marquer 1700 ans de présence juive en Allemagne. // Dans la deuxième partie de ce magazine, reportage au Brésil où un groupe de 180 favelas a créé une banque pour soutenir financièrement les petites entreprises et commerces des quartiers pauvres.&nbsp;",French
"Dans l'actualité: les suites de la présidentielle au Niger... L'opposition conteste toujours les résultats. La communauté internationale appelle au calme. Au Tchad, dernier jour pour déposer les dossiers de candidatures à la présidentielle du 11 avril ! Le président Deby a pris la parole jeudi. Tensions entre Italie et RDC après la mort de l'ambassadeur Attanasio. L'Italie en appelle à l'ONU ! ",French
"Cette semaine dans Éco Afrique, nous nous penchons sur l’investissement dans les énergies renouvelables au Burkina Faso, le recyclage de l’huile usagée et l’e-mobilité.",French
"Au Burkina Faso, moins d’un million de personnes sont connectées au réseau électrique et la pénurie d’approvisionnement touche également des institutions comme les écoles. Pour y remédier, le pays investit désormais dans des sources d’énergie renouvelables.",French
"Chaque année, des milliards de litres d’huile usée se retrouvent dans la nature, contaminent l’eau et endommagent la faune. Mais une entreprise allemande a mis au point une technologie qui facilite grandement le recyclage de l’huile.",French
"Des scientifiques de l’université d’Aix-la-Chapelle, en Allemagne, cherchent à réinventer la mobilité en s’appuyant sur de nouvelles visions pour le transport urbain. Günther Schuh est l’un de ces scientifiques qui étudient la façon dont la mobilité électrique pourrait façonner le monde.",French
Deux start-up ouvrent la voie de l’e-mobilité en Ouganda avec leurs motos-taxis électriques et cherchent à révolutionner le secteur des transports dans le pays. ,French
"Pour protéger la forêt du Parc national ghanéen de Bia, une ONG a développé une application qui permet de dénoncer l’exploitation forestière illégale. L’équipe espère faire des émules dans tout le pays. ",French
"Au Niger, les appels au calme se multiplient après la proclamation des résultats provisoires du second tour de la présidentielle de dimanche dernier. Le procès de l’ex-chef de la junte militaire malienne Amadou Aya Sanogo qui devait se tenir ce jeudi a été reporté au 11 mars prochain. Dans un rapport, Amnesty International déplore les violations des droits de l’homme en RCA.",French
"Interview avec John Nkengasong le directeur de l’Africa CDC, sur la pandémie de coronavirus en Afrique et les avancées de la vaccination.",French
"Dans l'actualité: le Niger où l'opposition clame toujours sa victoire après l'annonce des résultats provisoire de la présidentielle donnant gagnant le candidat du parti au pouvoir. En Centrafrique, Amnesty International révèle de graves violations des droits de l’homme durant la période électorale.&nbsp;Et puis le procès au Mali d'Amadou Sanogo.
",French
"Au Niger, l’opposant Mahamane Ousmane se déclare gagnant de la présidentielle du 21 février avec 50,3% des voix"", alors que la Céni a déclaré vainqueur Mohamed Bazoum. En Guinée, les habitants de Conakry se disent inquiets par la vague de poussières qui enveloppe depuis quelques jours Conakry.",French
"Mohamed Bazoum remercie les électeurs au Niger. Les partisans de l'opposition manifestent. Au Tchad, l'opposition reproche sa ""pré-campagne"" au président Déby. Le climat, priorité de l'ONU pour le maintien de la paix dans le monde.",French
"L'ambassadeur d'Italie en République démocratique du Congo (RDC) a été tué par balles lundi (22 Février) dans l'Est du pays. Le convoi de Luca Attanasio a été attaqué&nbsp;dans le territoire de Nyiragongo. Blessé par balle, il a été conduit à l'hôpital de la Monusco où il est décédé. Le garde de corps du diplomate et le chauffeur du Programme alimentaire mondial (PAM) sont aussi morts.",French
